銀行名稱,銀行代碼,卡片名稱,卡片類型,回饋亮點1,回饋亮點2,回饋亮點3,申辦連結,資料來源,更新時間
星展銀行,dbs,星展PChome Prime聯名卡,聯名卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-pchomeprime/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展eco永續世界商務卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/eco-world?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展eco永續優選PLUS卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/eco-plus?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展eco永續優選卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/eco-select?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展eco永續卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs_eco/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展eco永續極簡卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/eco-ez?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展everyday威士御璽卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/everyday/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展everyday威士白金卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/everyday_2023/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展everyday鈦金卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/everyday_titanium?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-cta,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展傳說對決聯名卡,聯名卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-aov/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展優仕商務卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/yours_signature_business_card?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展商務eco卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/eco-biz?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展喜憨兒認同卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-cru/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-cru-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展晶耀無限卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs_Vantage/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展極耀無限卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs_Insignia/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展炫晶商務御璽卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/livefresh_biz_signature_ipass/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展炫晶御璽卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/livefresh?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展炫晶鈦金卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/livefresh-titanium?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-cta,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展豐盛御璽卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/visa-treasures-biz-signature?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展豐盛無限卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/infinite/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展金卡/普卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/classic?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展飛行世界之極卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/travel_world_elite/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展飛行世界商務卡,高階卡,,,,https://www.dbs.com.tw/personal-zh/cards/travelworld/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展飛行鈦金卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/travel_titanium/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,星展饗樂生活卡,一般,,,,https://www.dbs.com.tw/personal-zh/cards/dbs-funlife/index.html?pid=tw-pweb-personal-zh_cards_dbs-credit-cards_default_page-hyperlink,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
星展銀行,dbs,申辦附卡,一般,,,,https://www.dbs.com.tw/iwov-resources/pdf/LegalDisclaimersandAnnouncements/01_personal_finance/04_creditcards/cardbook_09.pdf,https://www.dbs.com.tw/personal-zh/cards/dbs-credit-cards/default.page,2026-05-30
永豐銀行,sinopac,DAWAY卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/DAWAY.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,DAWHO現金回饋Debit卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/debit/dawhodebit.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,DAWHO現金回饋信用卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/DAWHO.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,JCB 晶緻卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/jcb-precious.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,LINE POINTS回饋神卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,MITSUI OUTLET PARK卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/mitsui-outlet-park-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,MasterCard 世界商務卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/master-world-business.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,Mastercard Debit卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/master-debit.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,Mastercard 世界卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/master-world.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,Mastercard 鈦金卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/master-titanium.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,Mastercard 鈦金商務卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/master-titanium-business.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,Me Card,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/me-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,SEA鈦金商務悠遊卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/excellence-business-card-only-foreigner.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,SPORT Debit卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/debit/sport-debit.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,VISA 商務御璽卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/visabizsignature.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,VISA 御璽卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/visa-signature.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,VISA 無限卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/right/visa-infinite.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,VOGUE卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/vogue-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,中興大學悠遊認同卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/nchu-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,保倍卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/insurance-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,公司Debit卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/debit/companydebit.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,其他信用卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/others-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,商務御璽公司卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/business-coroperate-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,商務御璽數位企業卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/business-virtual-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,國際學生證Debit卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/debit/ISIC-Debit-Card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,夢行卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/excellence-business-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,山富採購卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/richmond-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,幣倍卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/dual-currency-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,我要辦卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/online-apply/gift.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,換發多幣卡,一般,,,,https://mma.sinopac.com/MemberPortal/Member/ReqLogin.aspx?REFURL=/SinoCard/DebitCard/Apply,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,旅天下白金卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/liontravel-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,東森網連通聯名卡,聯名卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/EasternCommerce-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永傳世界卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/WBCH.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永富世界卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/WBFU.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐55688聯名卡,聯名卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/taxicard.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐SPORT卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/sportcard.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐世界卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/word-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐現金回饋JCB卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/cashcardJCB.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐現金回饋卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/cashcardvisa.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐美麗華卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/miramar-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐財富無限卡,高階卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/wealth-unlimite-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐銀行現金儲值卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/cash/cash-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,永豐點字金融信用卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/Braillecombo.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,現金回饋Debit卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/debit/debit.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,現金回饋Green卡,現金回饋,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/cashcard.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,環球採購卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/business-gtpp-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,申請運動卡,一般,,,,https://mma.sinopac.com/SinoCard/Application/ApplyCard?CardFace=289301,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,美安聯名卡,聯名卡,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/shop-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,美樂家生活卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/co-brand/melaleuca-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,農業用途信用卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,農騰卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/farmer-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,鈦豐卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/bankcard/discount-unlimite-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,鈦金商務公司卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/companytitanium.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,雄獅T&T白金卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/liontravel-sale-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
永豐銀行,sinopac,雙幣公司卡,一般,,,,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/business/dual-currency-coroperate-card.html,https://bank.sinopac.com/sinopacBT/personal/credit-card/introduction/list.html,2026-05-30
渣打銀行,scb,"Text, Credit Card",一般,,,,https://www.sc.com/tw/credit-cards/hcard/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,TheShoppingCard 省息卡,一般,,,,https://www.sc.com/tw/credit-cards/shopping-saving/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,中華郵政遨郵卡,一般,,,,https://www.sc.com/tw/credit-cards/post-office/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打Combo信用卡,一般,,,,https://www.sc.com/tw/credit-cards/combo/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打H信用卡,一般,,,,https://www.sc.com/tw/credit-cards/hcard/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打LINE Bank聯名卡,聯名卡,,,,https://www.sc.com/tw/credit-cards/linebank-coband-card/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打VISA金融卡,一般,,,,https://www.sc.com/tw/save/visa-debit-card/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打信用卡,一般,,,,https://www.sc.com/tw/credit-cards/bank/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打優先理財無限卡,高階卡,,,,https://www.sc.com/tw/credit-cards/visa-infinite-card/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打現金回饋御璽卡,現金回饋/高階卡,,,,https://www.sc.com/tw/credit-cards/signature-card/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,渣打銀行世界卡,高階卡,,,,https://www.sc.com/tw/credit-cards/world/,https://www.sc.com/tw/credit-cards/,2026-05-30
渣打銀行,scb,餘額代償卡,一般,,,,https://www.sc.com/tw/credit-cards/instalment/,https://www.sc.com/tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,Live+現金回饋卡,現金回饋,,,,https://www.hsbc.com.tw/credit-cards/products/liveplus/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,Visa金融卡,一般,,,,https://www.hsbc.com.tw/accounts/products/everyday-global/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,卓越理財信用卡,一般,,,,https://www.hsbc.com.tw/credit-cards/products/premier/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,旅人御璽卡,高階卡,,,,https://www.hsbc.com.tw/credit-cards/products/travelone-signature/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,旅人無限卡,高階卡,,,,https://www.hsbc.com.tw/credit-cards/products/travel/visa-infinite/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,旅人輕旅卡,一般,,,,https://www.hsbc.com.tw/credit-cards/products/travelone/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,查看所有信用卡,一般,,,,https://www.hsbc.com.tw/credit-cards/compare/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐Live+現金回饋卡,現金回饋,,,,https://www.hsbc.com.tw/credit-cards/products/liveplus/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐信用卡,一般,,,,https://www.hsbc.com.tw/credit-cards/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐匯鑽卡,一般,,,,https://www.hsbc.com.tw/credit-cards/products/cashback-titanium/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐旅人御璽卡,高階卡,,,,https://www.hsbc.com.tw/credit-cards/products/travelone-signature/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐旅人無限卡,高階卡,,,,https://www.hsbc.com.tw/credit-cards/products/travel/visa-infinite/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,滙豐旅人輕旅卡,一般,,,,https://www.hsbc.com.tw/credit-cards/products/travelone/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,現金回饋御璽卡,現金回饋/高階卡,,,,https://www.hsbc.com.tw/credit-cards/products/cashback-signature/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,環球Visa金融卡,一般,,,,https://www.hsbc.com.tw/accounts/products/everyday-global/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,申請我們最受歡迎的信用卡,一般,,,,https://www.hsbc.com.tw/credit-cards/,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 滙豐Live+現金回饋卡,現金回饋,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=15&BannerID=PWS_VKPAGE_PINNED,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 滙豐匯鑽卡,一般,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=13&BannerID=PWS_CARDHP_MK&CardType=MK,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 滙豐旅人御璽卡,高階卡,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=11&BannerID=PWS_CardHP_V7&FromCard=1&CardType=V7,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 滙豐旅人無限卡,高階卡,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=10&BannerID=PWS_CardHP_V6&CardType=V6,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 滙豐旅人輕旅卡,一般,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=12&BannerID=PWS_CardHP_V8&CardType=V8,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 現金回饋御璽卡,現金回饋/高階卡,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=1&BannerID=PWS_CardHP_VM&CardType=VM,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,立即申請 線上申辦滙豐信用卡,一般,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card,https://www.hsbc.com.tw/credit-cards/,2026-05-30
滙豐銀行,hsbc,線上申辦信用卡,一般,,,,https://card.apply.hsbc.com.tw/hsbcoa/credit_card/select_your_card?cardid=1&BannerID=PWSList_Online&CardType=VM,https://www.hsbc.com.tw/credit-cards/,2026-05-30
玉山銀行,esun,LUXGEN 亮點聯名卡,聯名卡,,,,https://www.esunbank.com/zh-tw/personal/credit-card/intro/co-branded-card/luxgen-card,https://www.esunbank.com/zh-tw/personal/credit-card/intro,2026-05-30
玉山銀行,esun,Mastercard,一般,,,,https://www.esunbank.com/zh-tw/personal/credit-card/intro,https://www.esunbank.com/zh-tw/personal/credit-card/intro,2026-05-30
玉山銀行,esun,NISSAN悠遊聯名卡,聯名卡,,,,https://www.esunbank.com/zh-tw/personal/credit-card/intro/co-branded-card/nissan-card,https://www.esunbank.com/zh-tw/personal/credit-card/intro,2026-05-30
玉山銀行,esun,Ubear信用卡,一般,,,,https://www.esunbank.com/zh-tw/personal/credit-card/intro/bank-card/u-bear,https://www.esunbank.com/zh-tw/personal/credit-card/intro,2026-05-30
玉山銀行,esun,pi card,一般,,,,https://www.esunbank.com/zh-tw/personal/credit-card/intro/co-branded-card/pi-card,https://www.esunbank.com/zh-tw/personal/credit-card/intro,2026-05-30
