年,月-期底,機構類型名稱,機構名稱,流通卡數-張,有效卡數-張,本月發卡數-張,本月停卡數-張,循環信用餘額-新臺幣百萬元,本月簽帳金額-新臺幣百萬元,本月預借現金金額-新臺幣百萬元,逾期帳款比率-%,備抵呆帳提足率-%,本月轉銷呆帳金額-新臺幣百萬元,循環信用利息收入-新臺幣百萬元,簽帳手續費收入-新臺幣百萬元,預借現金手續費-新臺幣百萬元,收單特約商店家數-家
113,3,本國銀行,第一商業銀行#,1537657,962672,18133,54930,1314,6524,6,0.2,877.38,7,15,62,0,30328
113,3,本國銀行,華南商業銀行#,1074125,831731,14108,7786,1087,4972,1,0.08,434.33,17,11,86,0,18685
113,3,本國銀行,彰化商業銀行,635350,292145,17928,7965,343,1838,1,0.13,863.27,1,5,29,0,13923
113,3,本國銀行,上海商業儲蓄銀行,478309,213379,2481,4643,627,1705,5,0.28,620.92,7,7,28,0,934
113,3,本國銀行,台北富邦銀行#,7346864,5608654,58321,22558,9179,45910,101,0.16,1238.36,50,106,568,4,17213
113,3,本國銀行,國泰世華商業銀行#,7255505,4683326,62266,29344,18592,53335,216,0.26,1163.73,78,217,633,4,119462
113,3,本國銀行,高雄銀行,9822,4348,12,46,14,169,0,0.67,187.24,0,0,1,0,817
113,3,本國銀行,兆豐國際商業銀行#,1156779,654338,6908,5535,1672,4229,12,0.23,668.24,10,28,84,0,12827
113,3,本國銀行,花旗(台灣)商業銀行,20417,12861,366,435,0,513,0,0.07,175.08,0,0,7,0,0
113,3,本國銀行,臺灣中小企業銀行,168798,95619,675,1106,263,910,1,0.08,353.94,4,4,11,0,1463
113,3,本國銀行,渣打國際商業銀行,283879,185604,3993,4478,887,1708,4,0.23,799.76,4,10,26,0,30
113,3,本國銀行,台中商業銀行,168473,82370,1941,687,210,621,0,0.15,1298.49,1,3,7,0,596
113,3,本國銀行,滙豐(台灣)商業銀行,725382,478201,12296,9071,1837,7548,17,0.29,1118.87,10,22,109,0,0
113,3,本國銀行,華泰商業銀行,9022,4843,15,17,7,44,0,0.39,446.99,0,0,1,0,15
113,3,本國銀行,臺灣新光商業銀行#,1078687,600652,9108,6734,1614,3936,4,0.24,346.02,8,26,113,0,15127
113,3,本國銀行,陽信商業銀行,118582,57292,1704,1740,168,432,0,0.19,611.03,3,3,3,0,3512
113,3,本國銀行,三信商業銀行,20377,13314,419,107,31,135,0,0.32,3386.18,0,0,1,0,0
113,3,本國銀行,聯邦商業銀行,2878839,1842928,50343,101847,6165,15857,39,0.18,257.03,18,61,226,1,74451
113,3,本國銀行,遠東國際商業銀行,1352201,966829,6435,7298,3438,3982,92,0.26,102.59,14,56,55,0,9729
113,3,本國銀行,元大商業銀行#,1204361,557563,5990,11232,1138,4572,17,0.08,978.81,7,14,66,0,213
113,3,本國銀行,永豐商業銀行#,2231267,1268856,15923,6699,3708,10937,67,0.14,636.06,16,57,160,2,16218
113,3,本國銀行,玉山商業銀行#,7253031,4803284,73614,52154,16317,41779,247,0.29,277.47,46,140,534,7,39424
113,3,本國銀行,凱基商業銀行#,371462,176653,2350,1768,1195,1171,7,1.29,163.14,9,14,8,0,9617
113,3,本國銀行,星展(台灣)商業銀行,3730787,2030599,142622,167233,8423,21520,121,0.76,389.92,108,124,356,4,34
113,3,本國銀行,台新國際商業銀行#,6505711,4632600,59480,58189,10274,37211,116,0.23,660.06,32,121,484,6,168982
113,3,本國銀行,安泰商業銀行,127451,56233,608,272,155,419,0,0.37,229.19,0,2,6,0,0
113,3,本國銀行,中國信託商業銀行#,9206691,5840035,82732,39140,16250,56253,523,0.2,331.69,144,202,755,30,135754
113,3,信用卡公司,台灣樂天信用卡股份有限公司,505259,201680,2523,2580,654,761,5,2.37,184.78,1,12,15,0,0
113,3,信用卡公司,台灣美國運通國際(股)公司,189949,125585,3649,2636,287,6062,1,0.18,613.91,4,3,122,0,97833
113,3,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7033
113,3,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93257
113,4,本國銀行,臺灣銀行#,261228,126731,2022,1071,164,931,0,0.15,859.38,1,2,23,0,2542
113,4,本國銀行,臺灣土地銀行,315515,146833,1516,3934,320,849,0,0.38,677.49,4,3,15,0,6991
113,4,本國銀行,合作金庫商業銀行#,691501,397022,6000,6710,935,3799,2,0.23,424.03,6,8,30,0,45184
113,4,本國銀行,第一商業銀行#,1510972,963162,15669,42819,1278,6774,6,0.23,771.8,7,17,69,0,30457
113,4,本國銀行,華南商業銀行#,1078859,838989,14836,7923,1072,5204,2,0.14,329.77,0,9,92,0,18843
113,4,本國銀行,彰化商業銀行,644302,299581,14494,6646,342,2001,1,0.18,678.03,2,5,30,0,14030
113,4,本國銀行,上海商業儲蓄銀行,477259,214303,2486,4427,629,1597,5,0.28,617.63,7,7,28,0,945
113,4,本國銀行,台北富邦銀行#,7393732,5625697,80656,33788,9289,47625,113,0.19,1118.87,60,104,577,4,17236
113,4,本國銀行,國泰世華商業銀行#,7266658,4712850,56940,45787,18736,59773,219,0.28,1094.55,84,227,688,5,119484
113,4,本國銀行,高雄銀行,9786,4316,13,49,14,144,0,0.82,181.1,0,0,1,0,816
113,4,本國銀行,兆豐國際商業銀行#,1159224,652763,7140,4695,1652,4222,14,0.24,642.86,10,29,81,0,12947
113,4,本國銀行,花旗(台灣)商業銀行,20469,12929,251,204,0,462,0,0.11,158.89,0,0,8,0,0
113,4,本國銀行,臺灣中小企業銀行,168683,95323,719,834,262,878,1,0.06,301.0,2,4,11,0,1480
113,4,本國銀行,渣打國際商業銀行,282023,184533,2648,3979,879,1766,3,0.26,760.11,4,9,26,0,30
113,4,本國銀行,台中商業銀行,169348,82388,1478,682,209,633,0,0.15,1280.17,2,4,7,0,594
113,4,本國銀行,滙豐(台灣)商業銀行,727331,483641,8070,6121,1840,7687,16,0.26,1223.75,9,14,105,1,0
113,4,本國銀行,華泰商業銀行,9031,4823,23,14,8,46,0,0.39,433.68,0,0,1,0,13
113,4,本國銀行,臺灣新光商業銀行#,1079612,605182,5729,4804,1623,4618,6,0.25,369.48,8,26,110,0,7998
113,4,本國銀行,陽信商業銀行,119031,57983,1651,1383,171,427,0,0.43,574.49,0,3,3,0,3557
113,4,本國銀行,三信商業銀行,20586,13465,340,96,30,131,0,0.27,3712.21,0,0,1,0,0
113,4,本國銀行,聯邦商業銀行,2892579,1866257,37551,23811,6340,15674,35,0.22,250.07,20,65,217,1,75372
113,4,本國銀行,遠東國際商業銀行,1351834,961162,6275,6679,3366,4249,92,0.28,102.58,12,59,58,1,9754
113,4,本國銀行,元大商業銀行#,1203085,556817,5572,9730,1129,4586,18,0.08,973.6,8,15,68,0,213
113,4,本國銀行,永豐商業銀行#,2242177,1261206,18145,6997,3940,11287,68,0.17,596.36,17,62,166,2,16280
113,4,本國銀行,玉山商業銀行#,7241304,4799838,68771,80498,18181,43647,246,0.3,266.63,45,149,586,8,39488
113,4,本國銀行,凱基商業銀行#,371968,176066,2003,1605,1192,1186,7,1.38,159.61,9,14,8,0,9663
113,4,本國銀行,星展(台灣)商業銀行,3688109,2079957,70650,151747,8342,22324,132,0.69,392.38,80,116,374,4,34
113,4,本國銀行,台新國際商業銀行#,6508790,4652145,60711,57632,10209,40311,121,0.27,568.97,40,115,524,6,169175
113,4,本國銀行,安泰商業銀行,127796,56230,596,264,152,415,0,0.48,259.48,0,1,6,0,0
113,4,本國銀行,中國信託商業銀行#,9238786,5860230,87935,55840,16219,59554,554,0.18,332.0,140,190,807,32,136061
113,4,信用卡公司,台灣樂天信用卡股份有限公司,503050,197962,2029,5038,657,721,6,2.39,188.59,1,12,14,0,0
113,4,信用卡公司,台灣美國運通國際(股)公司,190894,125962,3480,2535,282,6135,1,0.22,506.91,3,3,126,0,97759
113,4,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7090
113,4,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93264
113,5,本國銀行,臺灣銀行#,262440,126486,2507,1618,164,1043,1,0.17,715.57,1,2,24,0,2577
113,5,本國銀行,臺灣土地銀行,313854,143815,2173,4036,318,905,1,0.32,668.75,4,4,13,0,6976
113,5,本國銀行,合作金庫商業銀行#,692985,394396,6807,7088,930,4109,2,0.28,354.89,6,7,30,0,45396
113,5,本國銀行,第一商業銀行#,1513450,967881,13805,11794,1299,7175,7,0.23,754.4,7,16,68,0,30579
113,5,本國銀行,華南商業銀行#,1078312,844342,10260,8810,1081,5693,2,0.21,264.44,0,9,93,0,18981
113,5,本國銀行,彰化商業銀行,652310,304331,15311,5352,340,2208,1,0.2,623.44,2,5,31,0,14221
113,5,本國銀行,上海商業儲蓄銀行,427067,216908,2225,53442,621,1862,5,0.29,538.16,5,8,30,0,948
113,5,本國銀行,台北富邦銀行#,7418460,5637874,61565,36837,9418,50572,117,0.21,1030.58,72,111,589,4,17326
113,5,本國銀行,國泰世華商業銀行#,7304437,4738121,66093,28313,18816,59824,223,0.3,1063.07,98,227,677,5,121927
113,5,本國銀行,高雄銀行,9764,4317,23,45,14,211,0,0.54,182.51,0,0,1,0,812
113,5,本國銀行,兆豐國際商業銀行#,1161627,650489,7861,5458,1638,4530,14,0.3,510.34,10,28,87,1,13103
113,5,本國銀行,花旗(台灣)商業銀行,20604,12864,337,247,0,484,0,0.09,214.46,0,0,8,0,0
113,5,本國銀行,臺灣中小企業銀行,168633,95304,679,729,260,1000,1,0.05,292.89,1,5,12,0,1501
113,5,本國銀行,渣打國際商業銀行,280873,183245,2983,3686,870,1765,3,0.32,724.61,5,9,27,0,30
113,5,本國銀行,台中商業銀行,170066,82251,1609,1021,211,678,0,0.18,1188.69,1,3,7,0,590
113,5,本國銀行,滙豐(台灣)商業銀行,732201,498009,7382,2512,1960,8099,3,0.27,1193.64,10,26,121,1,0
113,5,本國銀行,華泰商業銀行,9035,4803,25,21,7,47,0,0.55,420.97,0,0,1,0,13
113,5,本國銀行,臺灣新光商業銀行#,1078232,601227,4346,5726,1599,4528,7,0.28,390.98,8,23,112,0,8026
113,5,本國銀行,陽信商業銀行,119350,58834,1318,1183,167,471,0,0.63,330.8,0,3,3,0,3610
113,5,本國銀行,三信商業銀行,20725,13590,324,133,30,147,0,0.42,2819.49,0,0,1,0,0
113,5,本國銀行,聯邦商業銀行,2912389,1876977,42345,22535,6414,16416,40,0.23,275.18,24,64,223,1,74969
113,5,本國銀行,遠東國際商業銀行,1351660,954746,6482,6704,3317,4330,87,0.28,102.72,14,58,60,1,9822
113,5,本國銀行,元大商業銀行#,1202391,555092,6547,10420,1160,4809,18,0.08,952.6,7,13,68,0,214
113,5,本國銀行,永豐商業銀行#,2250886,1249908,16739,7763,3711,12062,69,0.17,582.26,22,57,174,2,16451
113,5,本國銀行,玉山商業銀行#,7259717,4799594,82386,63973,17038,45859,258,0.31,256.07,46,147,571,8,39664
113,5,本國銀行,凱基商業銀行#,372488,175745,2195,1791,1201,1268,7,1.46,158.1,9,14,9,0,9740
113,5,本國銀行,星展(台灣)商業銀行,3646355,1962848,449440,491091,8295,22652,141,0.67,395.62,64,122,372,4,34
113,5,本國銀行,台新國際商業銀行#,6510659,4654403,57333,55464,10257,41624,120,0.33,495.07,39,119,514,6,169233
113,5,本國銀行,安泰商業銀行,128382,56577,861,296,150,421,1,0.54,271.78,0,2,6,0,0
113,5,本國銀行,中國信託商業銀行#,9276341,5875216,86774,49219,16238,61196,551,0.18,328.8,117,201,790,32,137560
113,5,信用卡公司,台灣樂天信用卡股份有限公司,501582,194020,1791,4461,654,701,6,2.33,178.26,1,12,14,0,0
113,5,信用卡公司,台灣美國運通國際(股)公司,191823,126433,3822,2893,275,6081,1,0.19,532.08,5,3,123,0,97805
113,5,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7077
113,5,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93387
113,6,本國銀行,臺灣銀行#,263875,128189,1994,896,165,1704,0,0.07,1570.95,1,1,24,0,2613
113,6,本國銀行,臺灣土地銀行,311935,141963,1889,4044,315,1135,1,0.27,667.43,3,3,0,0,6981
113,6,本國銀行,合作金庫商業銀行#,686937,388546,6599,14377,960,9242,2,0.16,350.09,8,8,27,0,45573
113,6,本國銀行,第一商業銀行#,1528844,964480,12391,9292,1236,9909,6,0.17,766.95,7,16,46,0,30677
113,6,本國銀行,華南商業銀行#,1075853,843943,6871,7382,1115,9063,1,0.08,378.35,22,8,86,0,19093
113,6,本國銀行,彰化商業銀行,573893,342909,10126,84263,348,6074,1,0.07,759.0,1,6,30,0,14410
113,6,本國銀行,上海商業儲蓄銀行,389789,217625,1779,40017,636,2072,4,0.2,645.82,7,8,25,0,967
113,6,本國銀行,台北富邦銀行#,7440549,5655202,57789,35700,9854,56776,106,0.19,1038.46,84,109,552,4,17408
113,6,本國銀行,國泰世華商業銀行#,7340148,4772811,59478,23769,19999,91763,202,0.22,1035.15,102,231,650,5,122760
113,6,本國銀行,高雄銀行,9729,4257,12,47,14,194,0,0.61,169.73,0,0,0,0,813
113,6,本國銀行,兆豐國際商業銀行#,1160597,647619,5848,6878,1689,6927,14,0.2,559.2,10,30,84,0,13239
113,6,本國銀行,花旗(台灣)商業銀行,20616,12748,191,247,0,435,0,0.13,131.23,0,0,7,0,0
113,6,本國銀行,臺灣中小企業銀行,168623,95128,565,575,267,1301,1,0.05,280.61,2,4,11,0,1502
113,6,本國銀行,渣打國際商業銀行,279790,181842,2512,3097,877,2115,3,0.32,320.23,6,10,24,0,30
113,6,本國銀行,台中商業銀行,170780,82430,1308,695,215,656,0,0.19,1166.51,2,3,8,0,592
113,6,本國銀行,滙豐(台灣)商業銀行,734963,490070,6872,4110,2005,9001,5,0.25,1195.08,9,24,116,0,0
113,6,本國銀行,華泰商業銀行,9060,4808,39,14,8,57,0,0.4,464.76,0,0,1,0,13
113,6,本國銀行,臺灣新光商業銀行#,1076470,597938,3125,4887,1634,5859,6,0.26,390.72,8,25,115,0,8032
113,6,本國銀行,陽信商業銀行,119380,59096,961,1627,168,526,0,0.4,472.62,3,3,3,0,3640
113,6,本國銀行,三信商業銀行,20835,13620,272,103,31,156,0,0.3,3543.43,1,0,1,0,0
113,6,本國銀行,聯邦商業銀行,2876100,1891236,27562,63851,6438,19047,37,0.22,271.67,26,67,220,1,74532
113,6,本國銀行,遠東國際商業銀行,1351008,949495,5505,6218,3712,4984,79,0.26,102.78,13,60,52,1,9911
113,6,本國銀行,元大商業銀行#,1203594,552598,5340,6875,1147,5782,17,0.09,990.19,9,12,62,0,214
113,6,本國銀行,永豐商業銀行#,2258591,1254241,14630,6598,3718,15608,64,0.13,600.91,22,60,166,2,16560
113,6,本國銀行,玉山商業銀行#,7263022,4817103,59641,56336,17020,102532,234,0.2,254.38,49,139,531,8,39698
113,6,本國銀行,凱基商業銀行#,372716,175765,1625,1491,1193,1587,7,1.29,159.72,11,14,6,0,9828
113,6,本國銀行,星展(台灣)商業銀行,3516949,2042306,42121,158038,8423,25885,116,0.61,364.46,61,119,344,3,34
113,6,本國銀行,台新國際商業銀行#,6512921,4653317,48163,45901,10316,56710,112,0.29,565.89,49,118,475,6,169914
113,6,本國銀行,安泰商業銀行,128850,57125,711,291,151,430,0,0.24,161.94,6,2,5,0,0
113,6,本國銀行,中國信託商業銀行#,9312533,5882600,68717,32525,16211,111234,509,0.11,336.51,102,193,743,29,138062
113,6,信用卡公司,台灣樂天信用卡股份有限公司,502411,191267,1731,2715,641,725,5,1.95,200.92,1,12,14,0,0
113,6,信用卡公司,台灣美國運通國際(股)公司,192674,127167,3441,2590,276,6031,1,0.15,564.17,3,3,126,0,97310
113,6,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7084
113,6,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93842
113,7,本國銀行,臺灣銀行#,265045,128442,1825,1079,168,1071,0,0.11,1062.76,1,2,24,0,2691
113,7,本國銀行,臺灣土地銀行,310013,141081,1651,3741,318,898,1,0.3,721.14,3,4,12,0,6954
113,7,本國銀行,合作金庫商業銀行#,684963,388930,6296,10103,949,3924,2,0.29,319.54,7,7,24,0,45752
113,7,本國銀行,第一商業銀行#,1532797,958431,12881,9434,1241,7007,9,0.21,796.22,7,17,104,0,30732
113,7,本國銀行,華南商業銀行#,1073440,842084,7203,7559,1103,5538,2,0.15,290.22,0,9,95,0,19135
113,7,本國銀行,彰化商業銀行,572344,344902,7199,3403,349,2216,1,0.11,613.8,3,6,-4,0,14602
113,7,本國銀行,上海商業儲蓄銀行,390010,216422,1838,2760,647,1656,5,0.22,677.82,4,7,27,0,988
113,7,本國銀行,台北富邦銀行#,7283353,5671916,62072,219268,9862,52309,128,0.19,1128.12,95,116,628,5,17486
113,7,本國銀行,國泰世華商業銀行#,7367508,4801477,53532,26172,19748,65285,249,0.24,1034.54,109,230,752,6,130137
113,7,本國銀行,高雄銀行,9685,4202,31,75,14,234,0,0.54,172.01,0,0,1,0,810
113,7,本國銀行,兆豐國際商業銀行#,1159951,648661,6518,7164,1651,4595,14,0.26,512.12,13,28,86,1,13387
113,7,本國銀行,花旗(台灣)商業銀行,20713,12892,317,223,0,472,0,0.09,155.94,0,0,8,0,0
113,7,本國銀行,臺灣中小企業銀行,168566,94497,514,571,265,904,1,0.06,286.08,2,5,11,0,1512
113,7,本國銀行,渣打國際商業銀行,277463,180040,1962,3664,867,1930,4,0.27,357.01,6,9,28,0,30
113,7,本國銀行,台中商業銀行,171494,82339,1410,789,222,677,0,0.19,1185.24,2,3,7,0,589
113,7,本國銀行,滙豐(台灣)商業銀行,742774,492506,10988,3177,1982,8922,8,0.26,1249.03,11,23,127,0,0
113,7,本國銀行,華泰商業銀行,9088,4817,44,16,8,44,0,0.32,498.63,0,0,1,0,13
113,7,本國銀行,臺灣新光商業銀行#,1075341,593993,3845,4974,1637,4967,8,0.28,421.91,11,26,122,0,8082
113,7,本國銀行,陽信商業銀行,120048,59601,1039,1326,172,475,0,0.54,472.21,0,3,4,0,3646
113,7,本國銀行,三信商業銀行,20965,13667,295,88,32,130,0,0.21,4350.79,0,0,1,0,0
113,7,本國銀行,聯邦商業銀行,2862474,1894851,25108,38734,6769,16742,42,0.24,270.49,28,66,230,1,75918
113,7,本國銀行,遠東國際商業銀行,1351813,946707,6860,6098,3331,4583,102,0.27,102.76,16,59,62,1,9809
113,7,本國銀行,元大商業銀行#,1205618,552460,5732,6815,1145,5122,20,0.09,977.6,10,14,73,0,216
113,7,本國銀行,永豐商業銀行#,2246884,1263294,18324,29737,3770,12751,75,0.14,610.26,23,59,181,2,16715
113,7,本國銀行,玉山商業銀行#,7311205,4828965,112876,64693,16438,48430,281,0.26,241.39,47,162,634,9,39740
113,7,本國銀行,凱基商業銀行#,374468,175630,3344,1703,1214,1360,7,1.26,159.18,11,14,10,0,9936
113,7,本國銀行,星展(台灣)商業銀行,3268661,2026874,19367,345607,8398,24060,138,0.65,372.46,61,123,403,4,34
113,7,本國銀行,台新國際商業銀行#,6559094,4718346,135593,89420,10484,44355,139,0.31,527.47,64,123,569,6,170470
113,7,本國銀行,安泰商業銀行,129445,57556,851,269,149,418,0,0.3,191.26,0,2,6,0,0
113,7,本國銀行,中國信託商業銀行#,9320897,5897468,72801,64437,16518,68762,605,0.13,335.48,98,205,858,33,139385
113,7,信用卡公司,台灣樂天信用卡股份有限公司,502068,187936,1683,2867,675,814,7,2.47,161.07,1,12,17,0,0
113,7,信用卡公司,台灣美國運通國際(股)公司,193517,127936,3442,2599,275,6101,1,0.11,713.82,6,3,122,0,94849
113,7,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7097
113,7,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93202
113,8,本國銀行,臺灣銀行#,266292,128926,1889,1133,168,935,1,0.11,1136.57,0,1,23,0,2768
113,8,本國銀行,臺灣土地銀行,308416,140801,1761,3523,322,853,1,0.29,793.57,3,3,12,0,6938
113,8,本國銀行,合作金庫商業銀行#,686497,391385,7073,7343,947,4119,2,0.3,308.65,6,8,23,0,45854
113,8,本國銀行,第一商業銀行#,1536134,948483,12825,9991,1242,6668,8,0.21,771.96,7,17,95,0,30648
113,8,本國銀行,華南商業銀行#,1073032,845230,9372,6931,1115,5110,2,0.22,255.95,0,8,86,0,19236
113,8,本國銀行,彰化商業銀行,571137,346520,6835,3224,355,2138,1,0.08,769.48,1,7,16,0,14688
113,8,本國銀行,上海商業儲蓄銀行,390315,215234,1759,2558,647,1572,5,0.27,573.54,3,7,24,0,1036
113,8,本國銀行,台北富邦銀行#,7302974,5690076,52283,32662,10047,47804,119,0.23,1015.58,88,121,564,4,17572
113,8,本國銀行,國泰世華商業銀行#,7388455,4832845,46709,25762,19520,60049,240,0.27,995.17,106,244,686,6,131650
113,8,本國銀行,高雄銀行,9647,4182,52,90,13,202,0,0.49,186.49,0,0,1,0,804
113,8,本國銀行,兆豐國際商業銀行#,1161814,647738,8084,6221,1651,4488,14,0.23,568.12,11,30,84,0,13497
113,8,本國銀行,花旗(台灣)商業銀行,20891,13162,304,191,0,498,0,0.09,158.61,0,0,8,0,0
113,8,本國銀行,臺灣中小企業銀行,168696,94346,678,548,264,959,1,0.09,260.8,2,4,11,0,1512
113,8,本國銀行,渣打國際商業銀行,274594,178394,1582,3847,864,1647,4,0.23,556.45,6,9,24,0,30
113,8,本國銀行,台中商業銀行,161511,82203,1410,11520,213,645,0,0.2,1196.23,2,3,6,0,586
113,8,本國銀行,滙豐(台灣)商業銀行,750847,495593,11733,3660,2034,8146,7,0.25,1247.22,8,25,119,0,0
113,8,本國銀行,華泰商業銀行,9112,4823,40,16,8,61,0,0.26,503.8,0,0,1,0,13
113,8,本國銀行,臺灣新光商業銀行#,1074966,590919,4172,4547,1635,4103,8,0.28,437.27,10,27,111,0,8045
113,8,本國銀行,陽信商業銀行,119514,59662,902,1626,174,445,0,0.61,326.28,0,3,3,0,3701
113,8,本國銀行,三信商業銀行,21047,13718,247,108,32,155,0,0.19,4366.54,0,0,1,0,0
113,8,本國銀行,聯邦商業銀行,2844795,1890247,24202,41881,6718,15378,49,0.25,267.52,32,73,205,1,76017
113,8,本國銀行,遠東國際商業銀行,1352996,942869,7416,6281,3315,4307,106,0.31,102.68,16,60,54,1,9808
113,8,本國銀行,元大商業銀行#,1207699,550780,5802,6518,1184,4710,19,0.09,954.41,10,14,66,0,214
113,8,本國銀行,永豐商業銀行#,2197531,1266309,18676,67783,3748,11908,71,0.15,598.5,22,62,173,2,16843
113,8,本國銀行,玉山商業銀行#,7367915,4844694,119908,63198,17953,45688,279,0.28,233.06,48,154,562,9,39831
113,8,本國銀行,凱基商業銀行#,376258,177556,3540,1844,1214,1279,7,1.38,156.3,11,15,8,0,9997
113,8,本國銀行,星展(台灣)商業銀行,3272018,2086368,16096,27839,8396,21914,138,0.65,379.38,58,125,357,4,34
113,8,本國銀行,台新國際商業銀行#,6587940,4758050,88451,59605,10441,41255,131,0.31,529.05,74,125,522,6,171172
113,8,本國銀行,安泰商業銀行,130138,57832,942,282,148,429,0,0.38,194.23,0,2,6,0,0
113,8,本國銀行,中國信託商業銀行#,9361130,5926606,75385,35152,16601,60730,583,0.13,337.03,93,206,769,32,138735
113,8,信用卡公司,台灣樂天信用卡股份有限公司,502363,184032,1265,2703,681,725,6,2.69,147.93,1,13,15,0,0
113,8,信用卡公司,台灣美國運通國際(股)公司,194022,129178,3509,3004,274,6266,1,0.1,771.88,3,3,127,0,93928
113,8,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,7097
113,8,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93457
113,9,本國銀行,臺灣銀行#,267390,129188,1774,1137,165,933,0,0.13,958.66,1,2,22,0,2878
113,9,本國銀行,臺灣土地銀行,307976,140506,1928,2620,319,848,1,0.32,756.89,3,4,11,0,6953
113,9,本國銀行,合作金庫商業銀行#,683951,391114,6073,10241,951,3943,2,0.26,337.41,5,8,24,0,45962
113,9,本國銀行,第一商業銀行#,1532848,945921,11756,15542,1263,6456,6,0.23,756.11,6,17,93,0,30660
113,9,本國銀行,華南商業銀行#,1072281,846798,8385,6542,1126,5396,2,0.09,354.55,26,9,87,0,19349
113,9,本國銀行,彰化商業銀行,566711,315651,5335,2840,362,2271,1,0.13,566.89,3,5,9,0,14805
113,9,本國銀行,上海商業儲蓄銀行,390251,214034,1455,2535,651,1560,5,0.29,519.96,4,8,25,0,1060
113,9,本國銀行,台北富邦銀行#,7261967,5698950,52934,93941,10286,47515,107,0.28,907.61,93,118,559,4,17591
113,9,本國銀行,國泰世華商業銀行#,7410095,4859031,51222,29582,19445,59101,222,0.3,944.5,112,242,704,6,141829
113,9,本國銀行,高雄銀行,9609,4121,17,55,14,241,0,0.45,179.6,0,0,1,0,802
113,9,本國銀行,兆豐國際商業銀行#,1161527,648430,5180,5467,1655,4420,14,0.24,536.5,10,28,85,0,13589
113,9,本國銀行,花旗(台灣)商業銀行,20771,13167,248,390,0,479,0,0.09,144.18,0,0,8,0,0
113,9,本國銀行,臺灣中小企業銀行,168825,93922,623,494,266,915,1,0.06,280.34,2,5,11,0,1514
113,9,本國銀行,渣打國際商業銀行,271251,176154,999,3873,864,1626,3,0.24,584.08,5,9,23,0,30
113,9,本國銀行,台中商業銀行,162240,82040,1279,699,219,628,0,0.21,1166.63,2,3,6,0,579
113,9,本國銀行,滙豐(台灣)商業銀行,758644,494235,10792,2995,2001,8129,6,0.26,1128.62,12,24,120,0,0
113,9,本國銀行,華泰商業銀行,9163,4819,62,11,8,45,0,0.36,459.54,0,0,0,0,13
113,9,本國銀行,臺灣新光商業銀行#,1075186,589363,4290,4070,1674,4652,7,0.27,448.95,11,26,111,0,7955
113,9,本國銀行,陽信商業銀行,119048,59612,674,1338,174,441,0,0.34,583.11,4,3,3,0,3687
113,9,本國銀行,三信商業銀行,21108,13760,212,86,34,132,0,0.26,3964.74,0,0,1,0,0
113,9,本國銀行,聯邦商業銀行,2843748,1884640,22065,23112,6715,14967,41,0.27,264.58,32,69,205,1,73566
113,9,本國銀行,遠東國際商業銀行,1354836,941044,8224,6433,3371,4449,89,0.29,102.86,17,61,54,1,9889
113,9,本國銀行,元大商業銀行#,1208578,548957,4246,6924,1152,4637,17,0.09,954.95,10,15,65,0,215
113,9,本國銀行,永豐商業銀行#,2152568,1266554,15074,59904,3835,11828,66,0.15,600.17,22,61,175,2,16995
113,9,本國銀行,玉山商業銀行#,7409972,4890091,107944,65887,18132,46140,253,0.3,247.82,47,155,587,9,39887
113,9,本國銀行,凱基商業銀行#,378000,178851,3610,1982,1205,1273,6,1.33,156.0,12,15,9,0,10046
113,9,本國銀行,星展(台灣)商業銀行,3275459,2088123,14207,24473,8437,22092,124,0.67,427.47,62,119,361,4,36
113,9,本國銀行,台新國際商業銀行#,6589066,4801572,68752,67626,10491,42608,124,0.31,532.1,68,127,552,6,171840
113,9,本國銀行,安泰商業銀行,130921,58429,1012,251,148,440,0,0.43,213.56,0,2,6,0,0
113,9,本國銀行,中國信託商業銀行#,9286107,5940711,73605,148628,16690,62705,540,0.13,336.67,90,201,807,31,145948
113,9,信用卡公司,台灣樂天信用卡股份有限公司,501767,180373,1314,2744,694,700,6,2.2,186.05,1,13,14,0,0
