年,月-期底,機構類型名稱,機構名稱,流通卡數-張,有效卡數-張,本月發卡數-張,本月停卡數-張,循環信用餘額-新臺幣百萬元,本月簽帳金額-新臺幣百萬元,本月預借現金金額-新臺幣百萬元,逾期帳款比率-%,備抵呆帳提足率-%,本月轉銷呆帳金額-新臺幣百萬元,循環信用利息收入-新臺幣百萬元,簽帳手續費收入-新臺幣百萬元,預借現金手續費-新臺幣百萬元,收單特約商店家數-家
105,4,本國銀行,元大商業銀行#,480205,280579,16721,2728,432,3300,1,0.15,1127.04,2,5,55,0,128
105,4,本國銀行,永豐商業銀行#,2178492,1314617,90927,39948,4900,6793,102,0.34,674.66,16,62,95,2,7300
105,4,本國銀行,玉山商業銀行#,4096578,2831306,75392,21196,10462,21922,143,0.24,1281.3,38,125,277,3,29515
105,4,本國銀行,凱基商業銀行#,515372,217794,14061,15247,1112,905,10,1.69,119.39,6,13,10,0,6617
105,4,本國銀行,星展(台灣)商業銀行,12792,6164,91,70,22,57,0,1.53,660.26,0,0,1,0,0
105,4,本國銀行,台新國際商業銀行#,3595669,2481894,30750,29080,10137,14446,146,0.24,615.92,23,95,208,8,93629
105,4,本國銀行,大眾商業銀行#,600434,320471,9389,6524,865,1730,75,0.01,436.57,8,19,31,1,794
105,4,本國銀行,日盛國際商業銀行#,186641,100318,420,1040,453,364,6,0.18,232.43,1,5,5,0,2
105,4,本國銀行,安泰商業銀行,184888,71167,936,439,404,416,2,0.57,269.84,0,4,6,0,3508
105,4,本國銀行,中國信託商業銀行#,5884540,3819573,64539,33548,14132,25114,684,0.17,633.51,61,140,343,39,98899
105,4,信用卡公司,台灣樂天信用卡股份有限公司,112145,82916,12173,341,66,415,1,0.25,224.61,0,1,8,0,0
105,4,信用卡公司,台灣美國運通國際(股)公司,164835,87759,3685,2198,326,3618,1,0.1,509.4,4,3,75,0,81525
105,4,信用卡公司,台灣永旺信用卡(股)公司,88765,39377,100,769,270,166,3,0.88,1774.5,2,2,2,0,255
105,4,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,9092
105,4,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93081
105,5,本國銀行,臺灣銀行#,227434,109092,754,1002,224,664,1,0.11,1021.6,1,3,11,0,1262
105,5,本國銀行,臺灣土地銀行,202536,109703,6027,962,237,780,1,0.34,1099.81,1,3,11,0,4087
105,5,本國銀行,合作金庫商業銀行#,426307,257753,6489,3187,586,2471,4,0.35,304.18,0,6,23,0,29409
105,5,本國銀行,第一商業銀行#,925858,610671,12577,9972,1355,4074,17,0.18,1952.66,6,13,50,0,2965
105,5,本國銀行,華南商業銀行#,838898,610159,16419,8877,719,3778,1,0.21,405.31,0,8,66,0,5649
105,5,本國銀行,彰化商業銀行,438538,210691,4538,3096,339,1252,1,0.32,593.19,2,5,17,0,828
105,5,本國銀行,上海商業儲蓄銀行,358654,181353,1159,2181,730,1056,7,0.76,2127.61,0,7,18,0,463
105,5,本國銀行,台北富邦銀行#,2307385,1652437,38553,30921,6287,16459,61,0.16,774.01,22,70,217,2,804
105,5,本國銀行,國泰世華商業銀行#,5330485,3718798,59114,26462,13829,36226,172,0.12,2387.17,32,161,330,5,24183
105,5,本國銀行,高雄銀行,9475,4204,253,35,7,138,0,0.49,192.61,0,0,0,0,1049
105,5,本國銀行,兆豐國際商業銀行#,609493,404255,8878,18837,1134,2544,6,0.2,530.22,3,14,41,0,61
105,5,本國銀行,花旗(台灣)商業銀行,2901368,2455744,16958,29263,15349,20133,226,0.48,646.24,58,191,258,7,38626
105,5,本國銀行,澳盛(台灣)商業銀行,566129,353846,4520,5527,3074,3150,25,0.46,383.48,11,41,28,1,867
105,5,本國銀行,臺灣中小企業銀行,333787,130310,718,1193,457,862,4,0.11,618.98,2,7,9,0,9
105,5,本國銀行,渣打國際商業銀行,367548,220091,2183,4311,1914,1386,5,0.43,524.32,12,22,21,0,30
105,5,本國銀行,台中商業銀行,197975,79110,2466,1415,250,500,0,1.64,385.95,0,3,7,0,735
105,5,本國銀行,滙豐(台灣)商業銀行,620908,428251,4521,7565,2731,4069,53,0.25,2675.38,5,34,58,1,6
105,5,本國銀行,華泰商業銀行,10240,6344,11,10,18,60,0,1.3,189.7,0,0,1,0,0
105,5,本國銀行,臺灣新光商業銀行#,909156,470763,11526,9169,2038,4444,22,0.24,243.2,5,23,75,0,2046
105,5,本國銀行,陽信商業銀行,82937,42093,5069,914,241,276,0,0.52,831.25,0,2,3,0,221
105,5,本國銀行,三信商業銀行,16925,11105,168,66,30,114,0,0.23,7092.75,0,0,1,0,0
105,5,本國銀行,聯邦商業銀行,1836494,832964,20672,17289,4548,6248,104,0.29,119.46,13,39,96,1,3974
105,5,本國銀行,遠東國際商業銀行,1469664,1031779,11323,6272,4768,4630,239,0.37,101.41,15,69,49,1,2406
105,5,本國銀行,元大商業銀行#,497877,294815,19509,3121,433,3621,1,0.15,1120.31,1,5,61,0,133
105,5,本國銀行,永豐商業銀行#,2223308,1319666,69133,24317,4885,7435,116,0.35,650.81,14,60,102,2,7345
105,5,本國銀行,玉山商業銀行#,4138311,2854201,65762,24029,10557,25283,179,0.25,1220.2,38,124,320,6,31349
105,5,本國銀行,凱基商業銀行#,508473,220172,8366,3821,1097,1074,11,1.65,116.47,5,13,6,0,7343
105,5,本國銀行,星展(台灣)商業銀行,12823,6090,86,55,21,65,0,1.12,793.68,0,0,1,0,0
105,5,本國銀行,台新國際商業銀行#,3607035,2495292,36644,25278,10135,16077,133,0.24,615.6,24,97,219,8,97265
105,5,本國銀行,大眾商業銀行#,604766,321959,10716,6350,877,1931,85,0.01,434.8,9,19,33,1,808
105,5,本國銀行,日盛國際商業銀行#,185978,99930,451,1114,446,404,5,0.18,225.47,2,5,6,0,7
105,5,本國銀行,安泰商業銀行,184130,71303,892,499,398,463,1,0.63,210.97,0,4,7,0,350
105,5,本國銀行,中國信託商業銀行#,5895792,3830003,60837,42374,14087,27834,781,0.16,624.15,60,150,369,39,99944
105,5,信用卡公司,台灣樂天信用卡股份有限公司,127216,93728,15202,336,76,476,1,0.23,233.63,0,1,9,0,0
105,5,信用卡公司,台灣美國運通國際(股)公司,165989,112891,4349,3195,325,3845,2,0.13,441.24,2,3,82,0,81720
105,5,信用卡公司,台灣永旺信用卡(股)公司,88249,38655,156,711,272,152,3,0.76,2205.2,3,2,2,0,253
105,5,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8903
105,5,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93113
105,6,本國銀行,臺灣銀行#,227791,108865,916,919,224,737,1,0.11,1084.03,0,2,10,0,1276
105,6,本國銀行,臺灣土地銀行,213143,111704,11189,1026,244,894,1,0.29,1519.65,2,2,13,0,4097
105,6,本國銀行,合作金庫商業銀行#,428289,258879,5042,3158,595,4262,4,0.18,318.86,5,6,22,0,29563
105,6,本國銀行,第一商業銀行#,930182,615496,10397,9111,1381,4689,18,0.16,1902.12,5,13,49,0,3292
105,6,本國銀行,華南商業銀行#,846818,615731,16722,7874,699,5875,1,0.05,865.35,13,8,66,0,5704
105,6,本國銀行,彰化商業銀行,437252,209997,4340,2845,348,2689,1,0.21,518.27,2,4,18,0,1024
105,6,本國銀行,上海商業儲蓄銀行,357856,180016,955,1753,715,1292,7,0.6,2393.58,4,7,18,0,470
105,6,本國銀行,台北富邦銀行#,2322577,1668400,44480,29288,6313,19799,52,0.15,776.54,23,67,236,2,819
105,6,本國銀行,國泰世華商業銀行#,5356145,3725810,50306,24646,14273,38996,169,0.11,2432.06,30,164,310,5,24514
105,6,本國銀行,高雄銀行,9677,4396,238,36,7,155,0,0.16,446.98,1,0,0,0,1049
105,6,本國銀行,兆豐國際商業銀行#,612737,405475,8411,5167,1150,3403,7,0.17,540.58,3,14,38,0,58
105,6,本國銀行,花旗(台灣)商業銀行,2899350,2455177,15308,28026,15915,21722,214,0.57,513.92,0,189,258,6,38290
105,6,本國銀行,澳盛(台灣)商業銀行,558441,347929,4413,12166,3050,3617,19,0.43,369.82,12,39,28,1,867
105,6,本國銀行,臺灣中小企業銀行,333504,128662,900,1183,456,1125,4,0.07,722.66,3,7,8,0,9
105,6,本國銀行,渣打國際商業銀行,366307,219123,3845,4686,1908,1604,6,0.44,528.88,11,23,22,0,30
105,6,本國銀行,台中商業銀行,198388,79064,2581,1442,253,614,0,1.81,290.54,0,3,7,0,724
105,6,本國銀行,滙豐(台灣)商業銀行,618402,425685,5379,7885,2714,4849,54,0.22,2716.32,7,33,58,1,6
105,6,本國銀行,華泰商業銀行,10235,6344,24,20,19,67,0,1.84,143.07,0,0,1,0,0
105,6,本國銀行,臺灣新光商業銀行#,910579,472834,9651,8228,2051,5487,24,0.21,238.78,7,22,68,0,2034
105,6,本國銀行,陽信商業銀行,84396,45411,2331,872,242,313,0,0.0,1301.74,4,2,3,0,251
105,6,本國銀行,三信商業銀行,17054,11170,232,67,31,119,0,0.22,6934.47,0,0,1,0,0
105,6,本國銀行,聯邦商業銀行,1829090,837450,18238,25642,4601,6939,89,0.28,119.66,13,40,90,1,3957
105,6,本國銀行,遠東國際商業銀行,1473641,1027424,10853,6884,4769,6729,205,0.34,100.28,16,70,48,1,2817
105,6,本國銀行,元大商業銀行#,512963,310128,16592,2722,440,4566,1,0.13,1102.43,1,5,67,0,127
105,6,本國銀行,永豐商業銀行#,2294252,1323266,93488,22544,4873,10605,106,0.31,632.23,15,61,99,3,7360
105,6,本國銀行,玉山商業銀行#,4171812,2885056,55502,22001,10691,34776,161,0.23,1152.67,38,128,311,6,34068
105,6,本國銀行,凱基商業銀行#,512048,199109,7194,3572,1098,1531,10,1.38,137.82,5,14,5,0,7403
105,6,本國銀行,星展(台灣)商業銀行,12865,6050,102,60,21,63,0,1.17,776.68,0,0,1,0,0
105,6,本國銀行,台新國際商業銀行#,3605168,2504880,38896,40763,10128,27434,148,0.2,609.03,20,94,223,8,97930
105,6,本國銀行,大眾商業銀行#,607861,323432,9407,6259,908,2364,76,0.01,456.67,9,19,34,1,816
105,6,本國銀行,日盛國際商業銀行#,184955,100264,394,1417,450,481,5,0.21,224.7,1,5,6,0,11
105,6,本國銀行,安泰商業銀行,183233,71140,907,371,392,441,1,0.24,250.53,10,4,7,0,350
105,6,本國銀行,中國信託商業銀行#,5903543,3836418,57351,49832,14201,40845,697,0.13,623.16,57,138,355,40,100447
105,6,信用卡公司,台灣樂天信用卡股份有限公司,138145,96991,11067,345,86,605,1,0.17,272.29,0,2,12,0,0
105,6,信用卡公司,台灣美國運通國際(股)公司,165877,113203,3770,3882,331,3630,2,0.15,389.86,2,3,74,0,82107
105,6,信用卡公司,台灣永旺信用卡(股)公司,87804,37642,115,653,272,152,3,0.76,2164.03,2,3,2,0,234
105,6,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8716
105,6,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93275
105,7,本國銀行,臺灣銀行#,228231,108199,956,828,229,590,1,0.26,657.43,1,2,11,0,1277
105,7,本國銀行,臺灣土地銀行,221246,115874,9589,866,259,763,1,0.42,1211.81,1,3,11,0,4101
105,7,本國銀行,合作金庫商業銀行#,430729,260044,5437,3117,616,2350,3,0.21,344.1,5,6,19,0,29677
105,7,本國銀行,第一商業銀行#,933652,617942,9276,8693,1398,3889,16,0.18,1832.46,5,13,42,0,3610
105,7,本國銀行,華南商業銀行#,851865,618880,14191,8331,727,3468,1,0.11,610.83,0,8,64,0,5704
105,7,本國銀行,彰化商業銀行,436111,209581,3603,2840,284,1149,1,0.39,677.62,0,5,16,0,1234
105,7,本國銀行,上海商業儲蓄銀行,357121,178822,1039,1774,717,1018,6,0.79,1834.23,0,7,17,0,465
105,7,本國銀行,台北富邦銀行#,2303207,1680246,27509,46879,6346,15977,50,0.16,733.29,22,70,234,2,845
105,7,本國銀行,國泰世華商業銀行#,5471673,3735720,141186,25658,14377,26164,172,0.13,2406.65,27,166,273,5,24618
105,7,本國銀行,高雄銀行,9797,4474,171,52,7,164,0,0.17,364.62,0,0,0,0,1046
105,7,本國銀行,兆豐國際商業銀行#,614076,407113,6880,5541,1154,2356,6,0.19,522.12,4,14,38,0,59
105,7,本國銀行,花旗(台灣)商業銀行,2898698,2453663,15023,26322,15773,19575,224,0.47,637.63,112,196,254,7,38038
105,7,本國銀行,澳盛(台灣)商業銀行,559107,344457,4600,3923,3066,2933,21,0.38,407.88,18,43,26,1,867
105,7,本國銀行,臺灣中小企業銀行,333230,127412,649,1213,459,831,4,0.06,161.37,2,7,9,0,11
105,7,本國銀行,渣打國際商業銀行,363716,218293,1938,4371,1907,1275,8,0.43,540.4,13,22,19,0,30
105,7,本國銀行,台中商業銀行,198485,78691,1727,1189,259,460,0,1.48,408.06,6,3,6,0,712
105,7,本國銀行,滙豐(台灣)商業銀行,613290,422864,5435,10547,2729,3865,53,0.27,2526.53,7,33,57,1,6
105,7,本國銀行,華泰商業銀行,10210,6316,10,29,18,50,0,1.92,190.19,0,0,3,0,0
105,7,本國銀行,臺灣新光商業銀行#,909283,475761,7474,8770,2056,3190,14,0.26,239.64,6,24,66,0,2003
105,7,本國銀行,陽信商業銀行,85428,47909,1875,844,241,253,0,0.32,958.52,0,2,3,0,291
105,7,本國銀行,三信商業銀行,17092,11169,139,63,31,114,0,0.15,8023.09,0,0,1,0,0
105,7,本國銀行,聯邦商業銀行,1818151,841155,17772,28711,4607,5905,83,0.31,119.84,15,40,89,1,7470
105,7,本國銀行,遠東國際商業銀行,1477146,1023736,10109,6607,4859,4207,191,0.36,100.51,16,69,44,1,2827
105,7,本國銀行,元大商業銀行#,523401,319536,12155,2942,459,3548,1,0.14,1167.34,3,5,60,0,134
105,7,本國銀行,永豐商業銀行#,2325326,1333119,53893,22819,4908,6975,111,0.34,600.92,15,60,95,3,7628
105,7,本國銀行,玉山商業銀行#,4185866,2907198,40121,26067,11011,23687,164,0.24,1139.2,38,128,308,6,36634
105,7,本國銀行,凱基商業銀行#,509432,198068,3875,6499,1109,939,9,1.37,128.98,10,14,4,0,7342
105,7,本國銀行,星展(台灣)商業銀行,12856,6000,47,56,23,54,0,1.95,435.41,0,0,1,0,0
105,7,本國銀行,台新國際商業銀行#,3610218,2516954,31512,26462,10179,15704,123,0.23,602.09,20,98,211,8,98788
105,7,本國銀行,大眾商業銀行#,610040,323940,8419,6177,924,1818,76,0.02,457.22,9,18,32,1,817
105,7,本國銀行,日盛國際商業銀行#,183939,100294,388,1404,449,377,5,0.3,212.5,2,5,5,0,17
105,7,本國銀行,安泰商業銀行,182258,70389,764,476,392,419,1,0.31,280.82,0,4,7,0,119
105,7,本國銀行,中國信託商業銀行#,5915155,3838292,41319,31143,14441,24733,681,0.15,616.01,59,151,312,39,100919
105,7,信用卡公司,台灣樂天信用卡股份有限公司,147986,110947,10056,689,102,590,1,0.15,238.33,0,2,12,0,0
105,7,信用卡公司,台灣美國運通國際(股)公司,166231,112856,3798,3444,340,3838,2,0.14,408.2,2,3,78,0,82211
105,7,信用卡公司,台灣永旺信用卡(股)公司,87511,37174,192,525,269,150,3,0.73,2302.93,2,2,2,0,230
105,7,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8678
105,7,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93519
105,8,本國銀行,臺灣銀行#,228765,108423,1131,984,226,686,1,0.3,586.59,1,3,11,0,1274
105,8,本國銀行,臺灣土地銀行,224140,121966,3457,929,260,921,1,0.43,805.9,1,3,13,0,4099
105,8,本國銀行,合作金庫商業銀行#,433195,262343,5894,3519,618,2584,3,0.35,297.28,0,6,23,0,29919
105,8,本國銀行,第一商業銀行#,940887,625038,13824,9783,1415,4313,16,0.15,2003.25,6,14,50,0,3936
105,8,本國銀行,華南商業銀行#,856590,624183,13997,8712,761,3981,1,0.16,476.25,0,8,69,0,5725
105,8,本國銀行,彰化商業銀行,435450,210553,3724,3143,353,1362,1,0.3,713.1,5,4,19,0,1481
105,8,本國銀行,上海商業儲蓄銀行,356111,178229,1356,2366,715,1069,7,0.67,2538.18,6,8,18,0,474
105,8,本國銀行,台北富邦銀行#,2302488,1701094,29236,29955,6264,18554,49,0.15,762.44,23,69,256,2,886
105,8,本國銀行,國泰世華商業銀行#,5682321,3877832,245426,34778,14364,36350,274,0.12,2451.35,28,169,475,7,24783
105,8,本國銀行,高雄銀行,9916,4614,209,90,7,157,0,0.27,257.12,0,0,0,0,1043
105,8,本國銀行,兆豐國際商業銀行#,616231,410382,8679,6524,1141,2565,6,0.16,607.87,4,15,40,0,59
105,8,本國銀行,花旗(台灣)商業銀行,2895006,2457443,16852,31774,15813,19927,216,0.47,665.25,58,196,257,6,38064
105,8,本國銀行,澳盛(台灣)商業銀行,559705,343121,4805,4559,3031,3205,22,0.36,423.23,16,39,26,1,867
105,8,本國銀行,臺灣中小企業銀行,332096,127167,923,1767,451,894,5,0.12,142.08,2,7,9,0,11
105,8,本國銀行,渣打國際商業銀行,359926,218005,1373,4883,1888,1458,10,0.42,544.59,11,22,22,0,30
105,8,本國銀行,台中商業銀行,198913,78621,2271,1253,256,534,0,1.74,311.51,0,4,7,0,712
105,8,本國銀行,滙豐(台灣)商業銀行,608037,419621,5959,11212,2688,4270,54,0.24,2713.19,8,33,59,1,0
105,8,本國銀行,華泰商業銀行,10197,6309,12,14,20,57,0,1.71,227.84,0,0,1,0,0
105,8,本國銀行,臺灣新光商業銀行#,909100,481519,9239,9422,2034,4455,16,0.24,244.87,7,22,68,0,2006
105,8,本國銀行,陽信商業銀行,86675,49260,2045,797,242,304,0,0.57,803.17,0,3,3,0,308
105,8,本國銀行,三信商業銀行,17129,11223,166,76,32,111,0,0.44,5410.25,0,0,1,0,0
105,8,本國銀行,聯邦商業銀行,1980175,933751,187202,25178,4659,7097,92,0.29,120.0,16,41,103,1,7513
105,8,本國銀行,遠東國際商業銀行,1480131,1021853,11188,8227,4711,4720,236,0.39,100.5,17,70,48,1,2865
105,8,本國銀行,元大商業銀行#,537567,331624,15757,3045,452,4087,1,0.13,1163.02,2,5,69,0,137
105,8,本國銀行,永豐商業銀行#,1953697,1353340,17251,388880,4897,7293,130,0.33,611.38,15,62,97,3,7650
105,8,本國銀行,玉山商業銀行#,4205723,2925684,44584,24727,11089,26511,189,0.24,1081.82,38,132,348,7,37719
105,8,本國銀行,凱基商業銀行#,509297,198061,8020,8166,1097,1051,10,1.24,134.99,10,14,6,0,7429
105,8,本國銀行,星展(台灣)商業銀行,12838,5957,45,63,22,57,0,1.29,718.57,1,0,1,0,0
105,8,本國銀行,台新國際商業銀行#,3617163,2538375,35657,28712,10161,18627,148,0.22,611.99,22,99,246,7,99357
105,8,本國銀行,大眾商業銀行#,595654,324591,7914,22208,937,2058,80,0.01,470.2,14,20,35,1,830
105,8,本國銀行,日盛國際商業銀行#,180962,100333,425,3402,443,446,5,0.27,223.52,1,5,6,0,25
105,8,本國銀行,安泰商業銀行,181593,70257,850,474,384,474,1,0.4,302.52,0,4,7,0,5
105,8,本國銀行,中國信託商業銀行#,5909323,3837933,45644,44674,14440,29240,716,0.15,611.01,57,150,391,41,101658
105,8,信用卡公司,台灣樂天信用卡股份有限公司,160533,121511,12745,486,107,642,2,0.13,274.46,0,2,11,0,0
105,8,信用卡公司,台灣美國運通國際(股)公司,167394,113374,3943,2780,335,3570,2,0.17,349.97,3,3,72,0,82620
105,8,信用卡公司,台灣永旺信用卡(股)公司,87121,36968,138,591,266,146,3,0.73,2341.68,1,2,2,0,228
105,8,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8557
105,8,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,93817
105,9,本國銀行,臺灣銀行#,229685,108569,1403,773,228,592,1,0.36,500.68,1,2,10,0,1287
105,9,本國銀行,臺灣土地銀行,226874,123797,3130,750,273,802,1,0.35,1327.9,3,2,11,0,4115
105,9,本國銀行,合作金庫商業銀行#,434661,264265,4428,3048,633,2299,3,0.3,335.78,6,6,22,0,30074
105,9,本國銀行,第一商業銀行#,944592,632028,9874,8862,1422,3769,14,0.17,1874.76,5,14,42,0,4245
105,9,本國銀行,華南商業銀行#,860317,624604,11612,7488,747,3472,1,0.07,769.9,12,8,59,0,5716
105,9,本國銀行,彰化商業銀行,433112,210300,2596,3545,369,1203,0,0.35,666.76,3,4,17,0,1692
105,9,本國銀行,上海商業儲蓄銀行,355758,177470,1428,1781,737,1046,7,0.87,1771.86,0,7,17,0,468
105,9,本國銀行,台北富邦銀行#,2381409,1699013,105020,26099,6311,15414,45,0.16,744.73,25,68,214,2,855
105,9,本國銀行,國泰世華商業銀行#,5819486,3987545,167547,30382,14403,28437,227,0.13,2434.67,32,169,421,8,24860
105,9,本國銀行,高雄銀行,9995,4621,119,40,8,162,0,0.22,285.96,0,0,0,0,1040
105,9,本國銀行,兆豐國際商業銀行#,605157,410685,6858,17932,1157,2333,5,0.18,628.49,2,18,37,0,61
105,9,本國銀行,花旗(台灣)商業銀行,2897079,2451755,20560,28657,15626,19324,191,0.49,652.89,57,192,243,6,37820
105,9,本國銀行,澳盛(台灣)商業銀行,551116,337897,3845,12350,3022,2822,21,0.38,424.54,11,40,25,1,867
105,9,本國銀行,臺灣中小企業銀行,331621,126622,646,1121,459,821,4,0.13,147.26,2,6,8,0,11
105,9,本國銀行,渣打國際商業銀行,356338,215141,998,3719,1889,1342,9,0.4,552.7,10,22,19,0,30
105,9,本國銀行,台中商業銀行,198983,78440,1794,1090,269,474,0,2.03,248.82,0,3,6,0,708
105,9,本國銀行,滙豐(台灣)商業銀行,603903,416222,5832,9966,2680,3807,50,0.26,2557.1,7,32,55,1,0
105,9,本國銀行,華泰商業銀行,10182,6286,7,12,20,50,0,0.36,243.44,1,0,1,0,0
105,9,本國銀行,臺灣新光商業銀行#,906911,480883,7411,9600,2068,3638,12,0.24,237.57,7,23,61,0,1964
105,9,本國銀行,陽信商業銀行,87424,50234,1395,647,244,265,0,0.01,1246.37,4,2,2,0,322
105,9,本國銀行,三信商業銀行,17140,11172,108,58,32,115,0,0.51,5068.36,0,0,1,0,0
105,9,本國銀行,聯邦商業銀行,1995367,1014822,43706,28514,4725,6478,93,0.29,120.43,16,41,95,1,8937
105,9,本國銀行,遠東國際商業銀行,1512147,1016613,39453,7455,4746,4172,189,0.4,100.29,16,70,42,1,3533
105,9,本國銀行,元大商業銀行#,547435,342086,11305,2894,532,3954,1,0.13,1149.5,2,6,66,0,140
105,9,本國銀行,永豐商業銀行#,1952814,1340289,14308,15191,4910,6184,113,0.33,602.79,17,60,86,3,7470
105,9,本國銀行,玉山商業銀行#,4220605,2936664,38711,23829,11232,24362,178,0.24,1119.39,38,134,290,7,40345
105,9,本國銀行,凱基商業銀行#,507286,198035,7647,9681,1109,1012,9,1.17,146.3,8,14,13,0,7596
105,9,本國銀行,星展(台灣)商業銀行,12823,5910,41,56,22,52,0,2.45,517.67,0,0,1,0,0
105,9,本國銀行,台新國際商業銀行#,3624881,2542358,29640,21922,10182,16366,156,0.23,611.5,22,95,220,8,100269
105,9,本國銀行,大眾商業銀行#,597887,324881,7595,5335,932,1774,70,0.02,476.4,13,18,30,1,853
105,9,本國銀行,日盛國際商業銀行#,178704,100513,368,2626,450,375,5,0.28,245.37,2,5,5,0,26
105,9,本國銀行,安泰商業銀行,181749,70301,756,343,383,450,1,0.55,293.4,0,4,6,0,5
105,9,本國銀行,中國信託商業銀行#,5928093,3838080,56544,37699,14634,25264,645,0.16,616.15,64,149,343,40,102104
105,9,信用卡公司,台灣樂天信用卡股份有限公司,170451,129353,10113,411,117,658,1,0.16,292.28,0,2,13,0,0
105,9,信用卡公司,台灣美國運通國際(股)公司,168562,112880,3632,2464,339,4064,2,0.25,280.57,3,3,82,0,83044
105,9,信用卡公司,台灣永旺信用卡(股)公司,86657,36274,79,562,267,150,2,0.8,2229.39,2,2,2,0,226
105,9,信用卡公司,香港商台灣環滙亞太信用卡,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,8474
105,9,信用卡公司,財團法人聯合信用卡處理中心,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,94253
105,10,本國銀行,臺灣銀行#,231086,109903,2025,912,230,627,1,0.27,555.37,1,3,11,0,1296
105,10,本國銀行,臺灣土地銀行,229206,125752,3176,787,282,797,1,0.44,1009.39,1,3,13,0,4128
105,10,本國銀行,合作金庫商業銀行#,436746,266407,6108,4162,634,2391,4,0.49,270.3,0,6,21,0,30170
105,10,本國銀行,第一商業銀行#,946707,633912,8706,9499,1434,4184,17,0.18,1801.28,6,14,50,0,4456
105,10,本國銀行,華南商業銀行#,886715,641284,36195,9378,753,3887,1,0.11,617.01,0,9,63,0,5716
105,10,本國銀行,彰化商業銀行,429522,208979,2634,2983,366,1310,1,0.4,589.49,2,5,18,0,1971
105,10,本國銀行,上海商業儲蓄銀行,355524,177109,1516,1750,711,972,7,0.7,909.09,5,7,16,0,471
105,10,本國銀行,台北富邦銀行#,2378819,1719001,25367,27957,6245,16395,52,0.15,754.33,25,70,232,2,864
105,10,本國銀行,國泰世華商業銀行#,5895716,4076257,113671,37441,14785,31917,234,0.14,2420.1,27,172,345,7,24920
105,10,本國銀行,高雄銀行,10078,4591,127,44,9,165,0,0.2,358.58,0,0,0,0,1041
105,10,本國銀行,兆豐國際商業銀行#,605173,411817,7154,7138,1167,2535,6,0.18,559.58,2,11,41,0,62
105,10,本國銀行,花旗(台灣)商業銀行,2894719,2452066,16731,29514,16247,19791,180,0.66,483.95,0,197,268,6,37846
105,10,本國銀行,澳盛(台灣)商業銀行,551596,335926,4701,4258,3022,2976,24,0.41,391.65,14,42,24,1,867
105,10,本國銀行,臺灣中小企業銀行,330676,125780,640,1585,456,953,3,0.14,143.12,1,6,9,0,13
105,10,本國銀行,渣打國際商業銀行,352901,213131,1315,4058,1874,1366,10,0.34,569.88,12,21,22,0,30
105,10,本國銀行,台中商業銀行,200952,78351,3463,1304,268,504,0,2.53,207.91,0,3,7,0,724
105,10,本國銀行,滙豐(台灣)商業銀行,599462,411187,5366,9807,2668,4246,49,0.26,2579.14,8,32,62,1,0
105,10,本國銀行,華泰商業銀行,10160,6236,13,27,20,53,0,0.4,242.02,0,0,1,0,0
105,10,本國銀行,臺灣新光商業銀行#,905309,482986,8485,10087,2046,3886,12,0.24,235.21,5,23,70,0,1948
105,10,本國銀行,陽信商業銀行,87929,50504,1250,738,247,268,0,0.37,891.75,0,3,3,0,329
105,10,本國銀行,三信商業銀行,17112,11110,111,84,31,111,0,0.67,4491.53,0,0,1,0,0
105,10,本國銀行,聯邦商業銀行,2009285,1041579,38169,24251,4775,7079,100,0.28,122.37,13,42,106,1,8983
105,10,本國銀行,遠東國際商業銀行,1785507,1029836,294792,21379,4714,4405,198,0.41,100.44,16,70,58,1,4268
105,10,本國銀行,元大商業銀行#,556219,350340,10583,3815,466,4205,1,0.13,1157.49,1,6,72,0,142
105,10,本國銀行,永豐商業銀行#,1950428,1330711,14115,16501,4907,6777,122,0.33,602.06,15,59,97,3,7597
105,10,本國銀行,玉山商業銀行#,4240623,2955269,44049,24031,11401,24974,188,0.25,1093.76,38,132,307,7,41326
105,10,本國銀行,凱基商業銀行#,508957,198293,12296,10586,1096,1080,12,1.04,150.02,9,14,13,0,7654
105,10,本國銀行,星展(台灣)商業銀行,12760,5860,14,77,21,51,0,1.86,610.34,1,0,1,0,0
